Date,Open,High,Low,Close,Adj Close,Volume
5/1/2016,23.4925,25.182501,22.3675,24.965,23.112379,3602686000
6/1/2016,24.754999,25.4725,22.875,23.9,22.261127,3117990800
7/1/2016,23.872499,26.137501,23.592501,26.0525,24.266027,2743118400
8/1/2016,26.102501,27.557501,26,26.525,24.706129,2520514000
9/1/2016,26.535,29.045,25.6325,28.262501,26.467091,3872062400
10/1/2016,28.1775,29.672501,28.07,28.385,26.58181,2747657200
11/1/2016,28.365,28.442499,26.02,27.629999,25.874771,2886220000
12/1/2016,27.592501,29.504999,27.0625,28.955,27.254816,2435086800
1/1/2017,28.950001,30.610001,28.690001,30.3375,28.556137,2252488000
2/1/2017,31.7575,34.369999,31.752501,34.247501,32.236546,2299874400
3/1/2017,34.4725,36.125,34.262501,35.915001,33.952702,2246513600
4/1/2017,35.927502,36.365002,35.014999,35.912498,33.950333,1493216400
5/1/2017,36.275002,39.162498,36.067501,38.189999,36.103405,2615927200
6/1/2017,38.2925,38.994999,35.549999,36.005001,34.178276,2736712400
7/1/2017,36.220001,38.497501,35.602501,37.182499,35.296032,1688047600
8/1/2017,37.275002,41.130001,37.102501,41,38.919861,2644276000
9/1/2017,41.200001,41.235001,37.290001,38.529999,36.718803,2721496400
10/1/2017,38.564999,42.412498,38.115002,42.259998,40.273472,2017165200
11/1/2017,42.467499,44.060001,41.32,42.962502,40.94294,2402653600
12/1/2017,42.487499,44.299999,41.615002,42.307499,40.463676,2124735200
1/1/2018,42.540001,45.025002,41.174999,41.857498,40.033283,2638717600
2/1/2018,41.7925,45.154999,37.560001,44.529999,42.589321,3711577200
3/1/2018,44.634998,45.875,41.235001,41.945,40.280544,2854910800
4/1/2018,41.66,44.735001,40.157501,41.314999,39.675529,2664617200
5/1/2018,41.602501,47.592499,41.317501,46.717499,44.863655,2483905200
6/1/2018,46.997501,48.549999,45.182499,46.2775,44.612488,2110498000
7/1/2018,45.955002,48.990002,45.855,47.572498,45.860889,1574765600
8/1/2018,49.782501,57.217499,49.327499,56.907501,54.860035,2801275600
9/1/2018,57.102501,57.4175,53.825001,56.435001,54.595337,2715888000
10/1/2018,56.987499,58.3675,51.522499,54.715,52.931396,3158994000
11/1/2018,54.762501,55.59,42.564999,44.645,43.189663,3845305600
12/1/2018,46.115002,46.235001,36.647499,39.435001,38.282608,3595690000
1/1/2019,38.7225,42.25,35.5,41.610001,40.394043,3312349600
2/1/2019,41.740002,43.967499,41.482498,43.287498,42.022522,1890162400
3/1/2019,43.57,49.422501,42.375,47.487499,46.297504,2603925600
4/1/2019,47.91,52.119999,47.095001,50.1675,48.910347,2024470800
5/1/2019,52.470001,53.827499,43.747501,43.767502,42.670727,2957826400
6/1/2019,43.900002,50.392502,42.567501,49.48,48.42585,2060874800
7/1/2019,50.7925,55.342499,49.602501,53.259998,52.125309,1895406800
8/1/2019,53.474998,54.5075,48.145,52.185001,51.073219,2724326400
9/1/2019,51.607498,56.605,51.055,55.9925,55.007805,2170268400
10/1/2019,56.267502,62.4375,53.782501,62.189999,61.096321,2433210800
11/1/2019,62.384998,67,62.290001,66.8125,65.637527,1793326000
12/1/2019,66.817497,73.4925,64.072502,73.412498,72.33799,2388794800
1/1/2020,74.059998,81.962502,73.1875,77.377502,76.244965,2934370400
2/1/2020,76.074997,81.805,64.092499,68.339996,67.339722,3019279200
3/1/2020,70.57,76,53.1525,63.572498,62.79068,6280072400
4/1/2020,61.625,73.6325,59.224998,73.449997,72.546707,3265299200
5/1/2020,71.5625,81.059998,71.462502,79.485001,78.507492,2805936000
6/1/2020,79.4375,93.095001,79.302498,91.199997,90.322258,3243375600
7/1/2020,91.279999,106.415001,89.144997,106.260002,105.237312,3020283200
8/1/2020,108.199997,131,107.892502,129.039993,127.79808,4070061100
9/1/2020,132.759995,137.979996,103.099998,115.809998,114.902191,3885245100
10/1/2020,117.639999,125.389999,107.720001,108.860001,108.006676,2894666500
11/1/2020,109.110001,121.989998,107.32,119.050003,118.116798,2123077300
12/1/2020,121.010002,138.789993,120.010002,132.690002,131.877014,2322189600
1/1/2021,133.520004,145.089996,126.379997,131.960007,131.151474,2240262000
2/1/2021,133.75,137.880005,118.389999,121.260002,120.517044,1833855600
3/1/2021,123.75,128.720001,116.209999,122.150002,121.583,2650418200
4/1/2021,123.660004,137.070007,122.489998,131.460007,130.849792,1889857500
5/1/2021,132.039993,134.070007,122.25,124.610001,124.031578,1711934900
6/1/2021,125.080002,137.410004,123.129997,136.960007,136.555817,1606590000
7/1/2021,136.600006,150,135.759995,145.860001,145.429535,1918976500
8/1/2021,146.360001,153.490005,144.5,151.830002,151.381927,1460744100
9/1/2021,152.830002,157.259995,141.270004,141.5,141.293793,1797465800
10/1/2021,141.899994,153.169998,138.270004,149.800003,149.581696,1564866800
11/1/2021,148.990005,165.699997,147.479996,165.300003,165.059113,1690808300
12/1/2021,167.479996,176.75,157.800003,174.559998,174.559998,859788947
